Community,Id,Request,Score1,Score2,Score3,Score4,Score5,TurkId1,TurkId2,TurkId3,TurkId4,TurkId5,Normalized Score
Wikipedia,616522,merci! should the template page be updated to show how to list the article?,13,14,15,12,19,A233ONYNWKDIYF,AHH34KPTA2LSS,A2UBXHCHM2I6IL,A872FSFU7WV6W,A1F4D2PZ7NNWTL,0.21104335969288349
Wikipedia,623480,what do you think about the character section? think we should add a few moretake away ona nobis and zan arbor?,17,11,14,15,21,AW6UIL04MLQ9N,AAZKHFKG1B8VQ,AYG3MF094634L,A1E0EK09CA5OIO,ABM77ZQWCHPNX,0.30971561688613553
Wikipedia,473110,ok&#44 maybe i only started noticing it after that incident. do you have diffs for your earlier opinions?,14,13,13,17,10,AYG3MF094634L,A302M81U0HM7RJ,A34BMGP23XTAMN,A3TFQK7QK8X6LM,A1HHQL4N00WU03,-0.088018043248139735
Wikipedia,245897,thanks for the revert on &lt;url&gt;. kinda curious how this blanking is always done by ips that trace back to usaf installations isn't it?,13,17,13,21,18,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,0.63987852699138581
Wikipedia,569736,i'm serious&#44 i just don't want a mistake to happen to another person that happened to my friend.  by the way&#44 does he violate &lt;url&gt;?,13,17,13,15,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,0.041440732449931017
Wikipedia,104306,thanks for working on that. but... what is the difference between what you added to the intro&#44 and what was already written below?,17,21,17,9,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3GOI327COFGY5,A2GODV4YZGD8X9,A29B522D0BX6HN,0.69859960467723359
Wikipedia,558727,you said a user can't be blocked until their last warning. who has the authority to give a last warning?,8,17,9,17,17,A2WMO1T9CJW4YO,A1ST1WRDA4ALST,A1BQCRF5Q76YFY,AO3XB5I5QNNUI,A3SQ6ORWDN5BGZ,-0.088263270655255716
Wikipedia,623640,i'm afraid i don't know what you mean arcayne. what comment?,19,13,10,21,17,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,0.51539743678761984
Wikipedia,623643,you speedy-delete-tagged &lt;url&gt; and &lt;url&gt; as &lt;nowiki&gt;&lt;person&gt;&lt;nowiki&gt;. what maintenance work were you weanting to do with them?,9,13,14,13,14,A233ONYNWKDIYF,A2X9AEDAHF7O7S,AYG3MF094634L,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,-0.44251915726319985
Wikipedia,627374,it seems like you are having some difficulty with understanding how we &lt;url&gt; and what we mean by &lt;url&gt;. taking a look over those links&#44 can you see why other editors thought your statements and concerns were out of line with our content policies?,19,15,17,5,9,A22SZHZTF72TRM,AO5E3LWBYM72K,A1434R69YV3Y3I,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,-0.20555727538949423
Wikipedia,624684,another thing: &lt;url&gt; has created &lt;url&gt;. what do you think about it?,13,13,21,15,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.1642792715338785
Wikipedia,624931,is it really a hoax?  while i don't doubt it in the least&#44 could you provide other afd voters with the evidence that led you to this conclusion?,9,16,14,17,15,A6YO9886DY2SC,AO5E3LWBYM72K,A1E0EK09CA5OIO,A3KVLFBRO8X2MZ,A2UBXHCHM2I6IL,-0.038743215942814144
Wikipedia,624680,oh&#44 and i checked your user page&#44 as you requested. perhaps you could help me understand why your &#34spouses don't confer nobility&#34 argument doesn't apply to &lt;url&gt;?,17,13,10,5,9,A233ONYNWKDIYF,AE3D6SE2D8UPQ,AO5E3LWBYM72K,A3H7G3TQXAYGYD,AZOAW8JH5HJJK,-0.53692724267780867
Wikipedia,428392,i have an email from the owner of this image that your bot deleted.  can you please restore this and i can send in the email granting me permission to post?,21,17,17,18,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,1.0704844425538937
Wikipedia,82322,you support scotland leaving the united kingdom despite the fact most scots do not? i am curious as to why?,9,7,13,13,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AD317NO9623GZ,-0.66326966469481807
Wikipedia,625426,thanks for your input. would you mind voicing your opinion in the gmc's talk page?,21,18,19,17,17,A233ONYNWKDIYF,AYG3MF094634L,AZ1RJVNOZFIWV,A1F4D2PZ7NNWTL,AZOAW8JH5HJJK,1.2427068745901617
Wikipedia,145188,in the article on &lt;url&gt;&#44 you recently replaced a non-free image with j. malcolm greany's ''ansel adams and camera'' on the basis that the latter image is in the public domain. how did you determine that this image is a work of the u.s. government?,9,17,7,5,15,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2AMGE57IJVSHF,A3IHLWMZNBLUR4,A3FYTE61RANQTF,-0.70124983633898219
Wikipedia,408123,i have a question for an audio editing expert.  do you personally know a lot about the science of waves&#44 or do you just deal with the program audacity?,18,13,13,17,12,APMYUTI3V3Y6R,A2UFD1I8ZO1V4G,A28TXBSZPWMEU9,A2GODV4YZGD8X9,A29B522D0BX6HN,-0.081996616393779156
Wikipedia,499829,another thing: are &lt;url&gt;&#44 &lt;url&gt; and &lt;url&gt; really \&#34former german states\&#34? let's talk about it&#44 shall we?,17,9,13,13,13,AZN83WTGUR1JZ,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3GOI327COFGY5,A2AMGE57IJVSHF,-0.1116610177827813
Wikipedia,224611,i permit myself to bring your attention about the edits of &lt;url&gt; (16 november) who is removing the name &lt;url&gt; from all the articles of wikipedia. what can be done ?,17,17,17,13,9,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A2QH1BQA6GR48O,0.098054423301965968
Wikipedia,537912,you're right&#44 but loosing it because of devanampriya&#44 of all users&#44 would be quite a shame for wikipedia. don't we have to make a stand against ignorance&#44 partisan pov-pushing and constant incivility?,5,9,8,21,13,A377FGOJB9OTNG,A233ONYNWKDIYF,A1F4D2PZ7NNWTL,ABM77ZQWCHPNX,A13CO3B2BRXQLZ,-0.50151534580118018
Wikipedia,498362,thanks for letting me know. btw on that page i found &lt;person&gt; but before adding that to the list i was wondering if the templatelist on the project should go so deep into detail or if it just stay germany wide?,13,21,19,17,17,A233ONYNWKDIYF,A1QV3X9YMQQ3OQ,AZ1RJVNOZFIWV,A1JK9DYKWYZZEK,A3OW54MEVDKXJL,0.52321676076327728
Wikipedia,468240,i don't understand what you are trying to ask me or suggest that i do.  can you clarify please?,17,19,17,15,15,A233ONYNWKDIYF,A2WKPCZU4U110T,A302M81U0HM7RJ,A2LTFK382VHMWY,AZOAW8JH5HJJK,0.61053859118005804
Wikipedia,581499,thanks! hmm&#44 i've done something wrong -- it's hiding them&#44 but it's not showing the link that says &#34more info&#34?,17,20,17,17,13,A2UFD1I8ZO1V4G,A6YO9886DY2SC,AO5E3LWBYM72K,ARYGQ46IMW8AU,A1Y3Z92RE62NPS,0.47777528644519263
Wikipedia,448758,answered at &lt;url&gt;.  maybe you are not familiar with the expression?,5,13,13,8,13,AD8ZUKPJT9E6,A2UFD1I8ZO1V4G,ATVSN1P3Z1NRY,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,-0.89031893019405417
Wikipedia,350757,as for restoring the image&#44 no i will not. did you consider that you are asking me to put up an image for which i know the &#34fair use&#34 claim to be bogus&#44 and that this is illegal?,5,9,15,8,9,A233ONYNWKDIYF,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A1F4D2PZ7NNWTL,A1RT9SQ9D9DLOV,-1.1263853522677345
Wikipedia,297449,i'm leaving &lt;url&gt; to karanacs because i'm too close to the topic in bad ways.  i'm uncertain whether images are clear&#44 so please drop a note on the fac before karanacs goes through on tuesday?,17,17,13,11,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,0.23887514965803067
Wikipedia,622848,i'm sure that this is not a useful place to discuss the merits of your topic ban&#44 which i think would need a wider audience to overturn. perhaps you could make a request to the arbitration committee?,20,17,15,13,17,A2WKPCZU4U110T,A2UFD1I8ZO1V4G,AYG3MF094634L,A3EJ5TT2ZGBIDA,A2BE71BN177IH3,0.56314728110214973
Wikipedia,522744,i'm not sure what you mean by pointing out that votes were placed before the version you created. could you elaborate?,9,13,9,13,13,A233ONYNWKDIYF,A2QH1BQA6GR48O,ANVEDG15GV3QE,A29B522D0BX6HN,AIPK94CUWL45W,-0.6268586614063073
Wikipedia,520857,in the stub note you just wrote&#44 there appears on my screen a purple word that  looks sort of like 'st^b .  i suppose this is supposed to be ipa for \&#34stub\&#34&#44 but why here?,13,13,9,9,13,A3S5L3I8O3Q2G,A1G8ATI1XR2HWT,A3HB9PPUZU565U,A2GODV4YZGD8X9,AIPK94CUWL45W,-0.33351973487943287
Wikipedia,596859,see &lt;url&gt;. i've made them&#44 can you help fill them out and place them in the articles?,9,9,17,19,23,A1BJTTNDDFZ3ZP,A26NYABOD7YBW8,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,A3L8MJ1C4OEDGV,0.29642980336793751
Wikipedia,332801,i nominated &lt;url&gt; for speedy renaming to &lt;url&gt; and you removed it saying it was moved to \/working&#44 but i don't see it there and it hasn't been renamed. do you know what happened?,9,13,11,14,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A28ZB4ZB13BWAI,A29B522D0BX6HN,AIPK94CUWL45W,-0.53609512800843695
Wikipedia,523617,the page is getting smacked literally every half minute or so&#44 and i think the joke's worn thin. give us a break?,5,5,9,5,5,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,AD317NO9623GZ,-2.0284867286555772
Wikipedia,396687,maybe&#44 but we're both involved now. do you think it's worth going to ani over?,17,14,13,13,12,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A2MWGIVIKOXWYM,A2NRW37D7QPLRE,A2LQ33BQ8G259D,-0.25879172789468752
Wikipedia,622842,i believe supserstition exists.  why did you ask me?,17,9,12,11,7,AISPSIJ54U4SC,A1QV3X9YMQQ3OQ,AC25X12LNYY6Y,AZOAW8JH5HJJK,AEYHIQUDWJ3KV,-0.58716399215524895
Wikipedia,619630,do you know how to make the 'all star template' appear only at the bottom&#44 as well as the 'confirmed future sites'&#44 so the actual table appears at the top of the page??,13,17,19,17,20,ANMGOZ451W9ZN,A22SZHZTF72TRM,AW6UIL04MLQ9N,A3H7G3TQXAYGYD,A117G4HSX1Y0LQ,0.56398596598555373
Wikipedia,262943,well&#44 it's been a week and no inputu2014time to move on it? should we relist the thread at &lt;url&gt; and see if that gets some input?,17,13,13,14,21,A233ONYNWKDIYF,A34A6MSJTD9A4L,A22SZHZTF72TRM,AYG3MF094634L,A1BJTTNDDFZ3ZP,0.28895818734632994
Wikipedia,627018,indeed&#44 i have the mean &lt;url&gt;. and what do you have?,13,14,5,16,13,ANMGOZ451W9ZN,AYG3MF094634L,AFFSRVGKGJR00,A1F4D2PZ7NNWTL,A1DTQSIIYIZL62,-0.36882336920888392
Wikipedia,130382,i re-drew the captions on the tugboat diagram &lt;url&gt;. do they render correctly for you now?,13,13,13,13,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A3GOI327COFGY5,ANVEDG15GV3QE,0.033940145266660601
Wikipedia,627015,thanks for the reminder&#44 not forgotten. any opinion&#44 comments?,21,21,15,9,18,A2ZABRSFZKUOKV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,A3L8MJ1C4OEDGV,0.43310262310011022
Wikipedia,192707,i always thought that even if you need an account to view the info&#44 it was allowed to be used on wikipedia. like the magazine references?,13,13,13,13,5,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,A3IHLWMZNBLUR4,-0.42009565646763997
Wikipedia,334732,again samething with the second site&#44 again outside of taking they're word for it how do we know they are are right.  what is your opinion on the 2 logos in the forum discussion think they were made up?,16,14,13,11,16,A36UK50UE5YFVZ,A3LXBP8T6JMY9B,A2UBXHCHM2I6IL,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,-0.051751892448265238
Wikipedia,627011,richiez&#44 if you are a surgeon&#44 there's a good chance that intuitive surgical would bring a robot to your home or office for free so that you could test drive it without further obligation.  what have you got to lose?,13,10,13,21,13,A1R4VG71V6XECZ,A2WKPCZU4U110T,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,-0.35117894047425863
Wikipedia,627012,very well.  what is your figure for annual worldwide hysterectomies?,21,13,14,17,13,AD8ZUKPJT9E6,A2UFD1I8ZO1V4G,ATVSN1P3Z1NRY,A3EJ5TT2ZGBIDA,A1DTQSIIYIZL62,0.25348506091634587
Wikipedia,314210,that would be awesome. do you want to ask someone for clarification on whether project sandboxes are allowed?,15,22,21,19,15,A6YO9886DY2SC,AO5E3LWBYM72K,A1E0EK09CA5OIO,A3KVLFBRO8X2MZ,A2UBXHCHM2I6IL,0.88911203339293243
Wikipedia,412979,hello. is now &lt;url&gt; ready for fac?,13,13,13,17,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2AMGE57IJVSHF,A2GODV4YZGD8X9,-0.034664585694041475
Wikipedia,494638,i never received any notification of any deletion proposal&#44 lest i would have contested. is there any way to find the original proposal andor artical&#44 or has it just been sent to oblivion?,13,14,12,5,17,A2UFD1I8ZO1V4G,AYG3MF094634L,AZ1RJVNOZFIWV,A3TFQK7QK8X6LM,A3L8MJ1C4OEDGV,-0.6408047796833094
Wikipedia,567193,is the new draft at &lt;url&gt; ok with you? do you have any comments or suggestions?,18,18,22,25,19,A2WKPCZU4U110T,AYG3MF094634L,AC25X12LNYY6Y,A2MWGIVIKOXWYM,A3BM05OXSUCJII,1.5465445440972061
Wikipedia,40174,ps i am planning on starting an article on ''&lt;url&gt;'' (&lt;url&gt;). maybe you'd like to help?,17,17,17,17,20,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A3GOI327COFGY5,A3RAW3BLRGAIVQ,0.98711662926665455
Wikipedia,297046,i hope this makes my concerns clearer. perhaps we can work together to resolve them?,17,17,17,20,25,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1G05O3HM7DNVZ,1.0741133293493872
Wikipedia,8289,leon liebgold played a rabbi. was he a rabbi?,16,15,13,13,13,A28CT45SLXOQBY,AO5E3LWBYM72K,A1TLLJDX8H4JP1,A1E0EK09CA5OIO,A1F4D2PZ7NNWTL,-0.084399458719972342
Wikipedia,384089,maybe the area that is now the chakma autonomous district council was (or is?) located within the lawngtali district?,17,15,15,13,17,A34A6MSJTD9A4L,AW6UIL04MLQ9N,A3MN5VOZFQPNZF,AC25X12LNYY6Y,A1DTQSIIYIZL62,0.44618526206969539
Wikipedia,486547,ok. in the future&#44 can you kindly post a note on your userpage&#44 talkpage&#44 or somewhere else so i know that the bot isn't broken?,9,17,15,19,9,AE3D6SE2D8UPQ,A1JMINVUZ2AOZR,A21753FQKCM5DQ,A1BJTTNDDFZ3ZP,A1Y3Z92RE62NPS,-0.15114602649869907
Wikipedia,462901,i note also that so far you seem to be the sole editor who favors deletion&#44 while several have favored retention of the article&#44 possibly with editing. could it be that your view does not command consensus?,17,12,21,9,8,A2X9AEDAHF7O7S,AYG3MF094634L,A204JAK7QRDWVM,A38WUWONC7EXTO,A1F4D2PZ7NNWTL,-0.6101070102558257
Wikipedia,221864,i'll take a look. can you give me an example?,17,13,14,16,13,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AYG3MF094634L,A1KC138MX47DXA,A1Y3Z92RE62NPS,0.075605724263113364
Wikipedia,294539,i thought that vamos section was dealing primarily with captions (perhaps a clearer wording is needed there?). also&#44 i have seen dates used as adjectives quite often - the &#341848 revolution&#34&#44 for example - where did you read about this rule?,21,21,5,21,14,A34A6MSJTD9A4L,A2X9AEDAHF7O7S,A3LSDGSZQEK7NF,A3E157ZN8XPUKJ,AC25X12LNYY6Y,0.16897798321840485
Wikipedia,498563,my latest film is&lt;url&gt;. do you rhink if it is referenced it is good enough?,17,17,13,16,13,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A2QH1BQA6GR48O,AIPK94CUWL45W,0.29461790137111982
Wikipedia,622758,i advance (ultra-orthodox) rabbi dr mordechai halperin&#44 (ultra-orthodox)&#44 rabbi gershon winkler&#44 (conservative) rabbi elliot dorff&#44 to you&#44 for example&#44 that the torah and talmud only forbids anal sex. now explain exactly what division of judaism is left&#44 for you to claim your view fairly represents?,13,7,14,5,17,A2UFD1I8ZO1V4G,AVWFW00UYDVUD,AYG3MF094634L,A1TLLJDX8H4JP1,A3KVLFBRO8X2MZ,-0.58369516597097404
Wikipedia,349495,thanks for adding that pmc= support to &lt;url&gt;. i made a suggestion for further improvement in &lt;url&gt;&#58 can you please follow up there if you have the time?,21,17,21,21,21,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2QH1BQA6GR48O,A3GOI327COFGY5,A00613921OIEGJA322163,1.2785049486697437
Wikipedia,39863,secondly&#44 please show me where maynard smith credits this idea to haldane.  have you read the grafen paper?,9,13,15,9,17,A1486XFUE4FA27,A22SZHZTF72TRM,AYG3MF094634L,A1BJTTNDDFZ3ZP,A1F4D2PZ7NNWTL,-0.055253423660172406
Wikipedia,628902,maybe the bot needs to begin adding a source. the least that could be done would be to add a hidden comment next to the passages in the articles to alleviate confusion&#58 who is going to look at other city articles ''just to make sure'' when they are sure that there is a problem that needs fixing?,11,18,13,12,9,A1486XFUE4FA27,A21753FQKCM5DQ,A1FF4KWG1G44QE,AEYHIQUDWJ3KV,A34ZSF2JSRXIRP,-0.12621878947514475
Wikipedia,280416,if it were me i'd want to try and find out more about howwhy this happened first before i continued to use that software. have you asked at the talk page i mentioned above?,19,17,9,17,17,A2WKPCZU4U110T,A22SZHZTF72TRM,A1TLLJDX8H4JP1,A2LQ33BQ8G259D,A1RT9SQ9D9DLOV,0.57769088270177527
Wikipedia,138589,thanks for the username change. now&#44 one last thing\u2014since the account 'dalah\xe4st' already exists on swedish wikipedia and doesn't appear to have been taken over automatically&#44 where should i go to take care of that?,13,21,21,19,24,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A1T5YMBH35PDBX,A2QH1BQA6GR48O,A207OR9LV0PAPY,1.3099785414763296
Wikipedia,621003,cool. is this something i can invoke with a template on the page or something?,17,16,12,11,17,A2YFPO0N4GIS25,A3MN5VOZFQPNZF,A1BJTTNDDFZ3ZP,AVHARSCRX7M9E,A1Y3Z92RE62NPS,0.43957776927434383
Wikipedia,444840,hi good work on juno one thing in the background section rommel had handed over to general &lt;url&gt; and left tunisia prior to the surrender. don't know if you want to change that to - following the anglo-american victory against the &lt;url&gt; or von arnim ?,13,17,13,14,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A28TXBSZPWMEU9,A1T5YMBH35PDBX,A2GODV4YZGD8X9,0.28355402406869079
Wikipedia,582288,if the only page you've been visiting is wikipedia&#44 then it makes sense the viruses would come from here&#44 but if you've been to other sites&#44 they get thrown into the equation. again&#44 don't you have any anti-virus software?,9,5,10,16,13,A22SZHZTF72TRM,AC19WQADO0IFX,AK46ZNEC6R89C,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-0.48169960305588139
Wikipedia,463182,i will readily grant that. but where was the urgent reason not to follow it in any of the above cases?,20,17,21,16,16,A3G9MSZVWB7W42,A36UK50UE5YFVZ,A1JMINVUZ2AOZR,A3CA5S8GR8TZ1U,A38N58BSMTA0BE,0.64028835210293855
Wikipedia,325352,so&#44 a couple of thoughts then - a) instead of saying &#34xyz is an sssi&#34&#44 i could say &#34xyz is a &lt;url&gt;&#34 and b) instead of just saying &#34it has been notified as an sssi&#34 i could say something like &#34because of its &lt;url&gt;&#44 it has been notified as an sssi&#34. if i did those two things would that solve the problem&#44 or do you think i need to do more than that?,9,16,16,11,13,A3CA5S8GR8TZ1U,AYG3MF094634L,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,AEWF3138PFWEN,0.10825657656066871
Wikipedia,408050,wait. i've never edited that page?,13,13,20,13,13,A2UFD1I8ZO1V4G,AYG3MF094634L,AZ1RJVNOZFIWV,A3TFQK7QK8X6LM,A3L8MJ1C4OEDGV,-0.31203634168058281
Wikipedia,195383,i removed your prod&#44 but on second thought&#44 he's &lt;url&gt;.  do you want to send this to afd?,17,13,13,13,17,A233ONYNWKDIYF,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28ZB4ZB13BWAI,A3IHLWMZNBLUR4,0.19470676026215683
Wikipedia,582113,i know&#44 i understood that. :)  i didn't scold you for it at all&#44 did i make you feel that way?,14,21,19,20,9,AYG3MF094634L,A26NYABOD7YBW8,A38WUWONC7EXTO,A872FSFU7WV6W,AEYHIQUDWJ3KV,0.64186405997168738
Wikipedia,582114,it was for closure's sake&#44 as to show that the debate was closed and that was the result&#44 the user was '''blocked''' and the userpage was '''deleted'''.  doesn't that show you the items better?,13,15,9,9,11,A2ZABRSFZKUOKV,A2ULMYRKQMNNFG,A3EJ5TT2ZGBIDA,A3TFQK7QK8X6LM,A3L8MJ1C4OEDGV,-0.78374982616732769
Wikipedia,210655,saw your work on &lt;url&gt; i can't tell -- do these clouds follow the plane around while mach &gt;=1? or is it a phenomenon that occurs just at the moment of mach = 1?,13,18,13,17,9,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A3S5L3I8O3Q2G,AD317NO9623GZ,A3IHLWMZNBLUR4,0.10445232555888664
Wikipedia,234380,yes&#44 i do have the family guy dvd collection&#44 volume 1&#44 seasons 1&2. what's up?,13,8,13,13,11,A233ONYNWKDIYF,A3MN5VOZFQPNZF,A2MWGIVIKOXWYM,A1GK3MPU2HL0C8,A872FSFU7WV6W,-0.34121552824903079
Wikipedia,517712,have you visited &lt;url&gt;???,9,8,17,9,14,A233ONYNWKDIYF,AO5E3LWBYM72K,A3LXBP8T6JMY9B,A204JAK7QRDWVM,A1KC138MX47DXA,-0.62690164533429882
Wikipedia,619228,&#34oh&#44 that&#34&#44 eh? so&#44 you ''wrongly accused me of making death threats''&#44 and that's all you have to say for yourself?,9,13,7,13,5,AVV4KDLSDAS9E,ANMGOZ451W9ZN,A1QV3X9YMQQ3OQ,A2LQ33BQ8G259D,A3FGBGZ4RKH712,-0.96874858379958206
Wikipedia,283803,and &#34...definitions...&#34.  what do you mean by &#34...definitions...&#34?,9,13,7,5,13,A233ONYNWKDIYF,ARYGQ46IMW8AU,A1F4D2PZ7NNWTL,A3TFQK7QK8X6LM,A1DTQSIIYIZL62,-0.90514646856329706
Wikipedia,124946,btw&#44 as a complete aside&#44 i have wondered for years why enver bey\/pasha is at &lt;url&gt;. what do you think?,17,13,17,9,13,A233ONYNWKDIYF,A2EJ6MKRFATU5I,A2UFD1I8ZO1V4G,A8ZO8H4HIEYLP,A3GOI327COFGY5,0.030246419585766526
Wikipedia,193721,okay&#44 i thought it was a mistake&#44 but i wasn't sure.  do you normally eat dinner after 8 pm?,21,17,10,14,5,A2ZABRSFZKUOKV,ANMGOZ451W9ZN,A6YO9886DY2SC,AYG3MF094634L,A1BJTTNDDFZ3ZP,-0.12946296072465846
Wikipedia,124943,so i think it's better research one by one and decide which one is common name (use). what is your opinion ?,17,13,13,20,15,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A3S5L3I8O3Q2G,A29B522D0BX6HN,AIPK94CUWL45W,0.30873178814899715
Wikipedia,182166,...i have no clue what you're asking me about or seeking me to do. and what does &#34rtl wikies&#34 mean?,9,9,11,6,5,A1R4VG71V6XECZ,A2ULMYRKQMNNFG,A2UBXHCHM2I6IL,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.5301910658791478
Wikipedia,559589,i don't know&#44 but that doesn't make any sense to me.  what do you think?,21,18,21,21,13,A1R4VG71V6XECZ,A2WKPCZU4U110T,A1BJTTNDDFZ3ZP,A3E157ZN8XPUKJ,A1RT9SQ9D9DLOV,0.49780179790477258
Wikipedia,627160,huh? what was that supposed to mean?,11,11,13,9,6,AYG3MF094634L,A3LXBP8T6JMY9B,A2ULMYRKQMNNFG,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,-1.161115187029818
Wikipedia,623474,is it referring to a different bank of a similar name? what source is it from?,9,14,14,16,17,A3CA5S8GR8TZ1U,AYG3MF094634L,A3MN5VOZFQPNZF,A1F4D2PZ7NNWTL,AEWF3138PFWEN,0.24695531314714572
Wikipedia,514431,sounds interesting. could people keep me in the loop as well?,17,17,21,18,17,A233ONYNWKDIYF,A2UFD1I8ZO1V4G,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,A38N58BSMTA0BE,0.75245154629592226
Wikipedia,327034,ah - not thinking there. i've left mackle though for now - is he back at hearts?,13,14,11,13,16,A22SZHZTF72TRM,AO5E3LWBYM72K,A1434R69YV3Y3I,A302M81U0HM7RJ,A1F4D2PZ7NNWTL,-0.22786297467116706
Wikipedia,627166,that sounds fine&#44 but why would you want somebody who knows nothing about the show to write them? if you are informed about it&#44 wouldn't you be a good person to do it?,13,11,7,11,9,A22SZHZTF72TRM,AYG3MF094634L,A2LQ33BQ8G259D,A1F4D2PZ7NNWTL,A13CO3B2BRXQLZ,-1.0187012103169142
Wikipedia,152922,hi. are you still a &#34maybe&#34 for the meetup?,13,14,15,15,21,A2UFD1I8ZO1V4G,A1QV3X9YMQQ3OQ,AYG3MF094634L,A1KC138MX47DXA,A1Y3Z92RE62NPS,0.28730317415301521
Wikipedia,630506,judo&#44 taekwondo&#44 boxing etc.?,13,13,13,13,13,A233ONYNWKDIYF,A199E33VY97TR,AYG3MF094634L,A2MWGIVIKOXWYM,A1F4D2PZ7NNWTL,-0.27702007941845275
Wikipedia,389970,ok that was really confusing&#44 i clicked on this link &lt;url&gt; and then cleaned the page but the page still exists&#44 sso from what i understood if you put the ending &#34double redirect&#34 at the end of any article&#44 you'll see how many redirects it has? is that right?,17,17,21,22,11,A2UFD1I8ZO1V4G,A2QN0EGBRGJU1M,A1HGJ7P0U12ZH8,A2MWGIVIKOXWYM,A3TFQK7QK8X6LM,0.59394563774067355
Wikipedia,58110,he published the document himself for the world to see. what privacy?,9,13,1,13,9,AUJNGT4ODJ6TE,A3S5L3I8O3Q2G,A26YKYQIA3GX8B,A28TXBSZPWMEU9,AIPXB863TARAK,-0.88968157491358202
Wikipedia,128020,the article was using the later white ensign in any case (now corrected). how many other rn ships in service pre-1801 have the wrong flag shown?,13,13,19,17,9,A2UFD1I8ZO1V4G,ARYGQ46IMW8AU,A3H7G3TQXAYGYD,A3EJ5TT2ZGBIDA,A1F4D2PZ7NNWTL,-0.010197648228393063
Wikipedia,622519,i am waiting for some belly rubs&#44 and my little fangs are sticking out! can you believe it&#44 in real life i'm exactly that cute?,13,13,16,13,13,A2UFD1I8ZO1V4G,A3Q5YG3X67WHFD,A3EJ5TT2ZGBIDA,A38WUWONC7EXTO,A1DTQSIIYIZL62,-0.10692433852090941
Wikipedia,564739,the proper title of this image should be eszopiclone.svg&#44 since it depicts the s enantiomer. could you change the title so i can upload an image of the racemic compound instead?,15,18,17,18,16,A1RPVYUPJZGM9Z,A2WKPCZU4U110T,AVWFW00UYDVUD,A21753FQKCM5DQ,AO5E3LWBYM72K,0.56446047966405155
